,Age
2459,33.0
4166,34.0
4139,34.0
8042,29.0
962,45.0
2535,33.0
2665,33.0
3218,34.0
1571,45.0
2198,33.0
2751,33.0
11164,30.0
8221,29.0
3710,34.0
2719,33.0
9561,29.0
7740,29.0
3581,34.0
3177,34.0
10161,29.0
7872,29.0
4653,31.0
1173,45.0
107,45.0
10830,29.0
11852,30.0
3223,34.0
11547,30.0
7107,29.0
10163,29.0
11049,29.0
10145,29.0
4530,31.0
8299,29.0
8963,30.0
11985,30.0
11978,30.0
3410,34.0
4849,31.0
11964,30.0
2108,33.0
7077,29.0
7499,29.0
2720,33.0
5115,31.0
280,45.0
11525,30.0
11492,30.0
6231,31.0
7110,29.0
8767,30.0
9345,30.0
898,45.0
8619,30.0
5690,31.0
6503,31.0
8010,29.0
6637,31.0
3797,34.0
5276,31.0
6846,29.0
6356,31.0
4816,31.0
5490,31.0
1794,33.0
3075,33.0
8128,29.0
704,45.0
4970,31.0
7896,29.0
9109,30.0
3748,34.0
6534,31.0
10927,29.0
1214,45.0
3049,33.0
1081,45.0
4711,31.0
9511,29.0
6843,29.0
9800,29.0
11628,30.0
1622,45.0
7225,29.0
10643,29.0
11808,30.0
9505,29.0
4754,31.0
8526,30.0
8882,30.0
11747,30.0
9049,30.0
7843,29.0
23,45.0
11405,30.0
5892,31.0
2642,33.0
10576,29.0
5744,31.0
1308,45.0
10288,29.0
10121,29.0
9496,29.0
9908,29.0
7907,29.0
155,45.0
11906,30.0
5075,31.0
4733,31.0
1831,33.0
1070,45.0
4070,34.0
2421,33.0
4732,31.0
3798,34.0
7981,29.0
8035,29.0
9969,29.0
8770,30.0
2589,33.0
604,45.0
1003,45.0
12,45.0
7158,29.0
11789,30.0
6244,31.0
6561,31.0
7798,29.0
11871,30.0
7278,29.0
10128,29.0
7309,29.0
792,45.0
10925,29.0
11982,30.0
7973,29.0
2521,33.0
4825,31.0
1880,33.0
4678,31.0
9233,30.0
1274,45.0
3726,34.0
9239,30.0
9333,30.0
4862,31.0
4694,31.0
8019,29.0
6320,31.0
8133,29.0
3673,34.0
5429,31.0
9236,30.0
11178,30.0
5073,31.0
7736,29.0
4512,31.0
3296,34.0
11615,30.0
10025,29.0
8329,30.0
4353,34.0
9804,29.0
9629,29.0
10168,29.0
9719,29.0
11422,30.0
11413,30.0
4290,34.0
1886,33.0
9260,30.0
1470,45.0
9195,30.0
5449,31.0
9450,29.0
7041,29.0
4352,34.0
1104,45.0
2677,33.0
7985,29.0
10666,29.0
8432,30.0
7419,29.0
6183,31.0
9847,29.0
10055,29.0
331,45.0
4748,31.0
11605,30.0
5770,31.0
11830,30.0
11770,30.0
8956,30.0
957,45.0
824,45.0
1853,33.0
2440,33.0
11036,29.0
3923,34.0
8790,30.0
907,45.0
6864,29.0
8181,29.0
3093,33.0
3645,34.0
8899,30.0
4167,34.0
3796,34.0
8763,30.0
8112,29.0
492,45.0
3628,34.0
3281,34.0
11281,30.0
5684,31.0
3734,34.0
7167,29.0
9444,29.0
4094,34.0
11507,30.0
2226,33.0
10359,29.0
7882,29.0
10101,29.0
10528,29.0
4219,34.0
6376,31.0
11951,30.0
4170,34.0
3906,34.0
62,45.0
5946,31.0
10898,29.0
4955,31.0
6559,31.0
11602,30.0
8229,29.0
5873,31.0
11184,30.0
7355,29.0
4012,34.0
2036,33.0
7868,29.0
4048,34.0
2875,33.0
612,45.0
2727,33.0
1105,45.0
5941,31.0
8924,30.0
4865,31.0
4627,31.0
961,45.0
9183,30.0
8635,30.0
7635,29.0
7513,29.0
1142,45.0
3133,34.0
5237,31.0
2129,33.0
6817,29.0
1437,45.0
839,45.0
1259,45.0
4684,31.0
11189,30.0
2220,33.0
6902,29.0
7876,29.0
4546,31.0
10752,29.0
8577,30.0
1472,45.0
1646,45.0
11831,30.0
9238,30.0
7622,29.0
4126,34.0
3270,34.0
4729,31.0
11208,30.0
3911,34.0
7076,29.0
3020,33.0
1424,45.0
7652,29.0
5348,31.0
101,45.0
4239,34.0
11259,30.0
6212,31.0
5768,31.0
10205,29.0
6904,29.0
2981,33.0
4461,31.0
3741,34.0
4615,31.0
11128,30.0
429,45.0
9606,29.0
2876,33.0
5088,31.0
11536,30.0
309,45.0
10432,29.0
9646,29.0
9207,30.0
6289,31.0
10868,29.0
6114,31.0
8995,30.0
981,45.0
7964,29.0
3919,34.0
8913,30.0
7070,29.0
2047,33.0
7409,29.0
7206,29.0
1585,45.0
1245,45.0
7001,29.0
3096,33.0
7631,29.0
6918,29.0
3515,34.0
380,45.0
10893,29.0
9329,30.0
8014,29.0
2139,33.0
325,45.0
5019,31.0
7321,29.0
1386,45.0
7232,29.0
10834,29.0
6362,31.0
11786,30.0
4644,31.0
1989,33.0
10236,29.0
2193,33.0
3818,34.0
4621,31.0
3134,34.0
9445,29.0
10694,29.0
3236,34.0
7428,29.0
11903,30.0
9574,29.0
4188,34.0
3002,33.0
51,45.0
3352,34.0
10647,29.0
2500,33.0
7735,29.0
1057,45.0
8493,30.0
11639,30.0
879,45.0
915,45.0
6457,31.0
1019,45.0
11407,30.0
9199,30.0
3907,34.0
6675,31.0
642,45.0
10297,29.0
3224,34.0
5069,31.0
1346,45.0
10158,29.0
7856,29.0
3698,34.0
396,45.0
11904,30.0
8457,30.0
6257,31.0
11577,30.0
897,45.0
5574,31.0
7268,29.0
2779,33.0
4136,34.0
2799,33.0
1642,45.0
10208,29.0
8297,29.0
3289,34.0
764,45.0
9579,29.0
2873,33.0
6868,29.0
1263,45.0
3782,34.0
4445,31.0
7078,29.0
6602,31.0
8065,29.0
5628,31.0
3149,34.0
3366,34.0
1353,45.0
10015,29.0
1667,45.0
3883,34.0
4550,31.0
1108,45.0
2650,33.0
9427,29.0
123,45.0
11213,30.0
3165,34.0
9276,30.0
10999,29.0
6507,31.0
10111,29.0
7370,29.0
878,45.0
660,45.0
8400,30.0
2261,33.0
9493,29.0
3188,34.0
5919,31.0
10508,29.0
3609,34.0
4044,34.0
7015,29.0
11352,30.0
418,45.0
6311,31.0
11586,30.0
6401,31.0
6522,31.0
5063,31.0
9843,29.0
10149,29.0
11927,30.0
9253,30.0
9310,30.0
6665,31.0
8624,30.0
3552,34.0
6315,31.0
5365,31.0
5493,31.0
4823,31.0
10136,29.0
9256,30.0
7442,29.0
6658,31.0
5442,31.0
6121,31.0
9975,29.0
10504,29.0
7204,29.0
948,45.0
8907,30.0
11083,29.0
9821,29.0
5706,31.0
8352,30.0
2898,33.0
7602,29.0
501,45.0
11316,30.0
7688,29.0
5310,31.0
7909,29.0
10192,29.0
1223,45.0
154,45.0
8442,30.0
5282,31.0
11774,30.0
11289,30.0
11242,30.0
9157,30.0
4779,31.0
477,45.0
7730,29.0
5153,31.0
11154,30.0
1906,33.0
8267,29.0
8539,30.0
3924,34.0
9677,29.0
7067,29.0
10087,29.0
9814,29.0
9293,30.0
7660,29.0
1586,45.0
11839,30.0
9890,29.0
4111,34.0
5789,31.0
3662,34.0
5401,31.0
6566,31.0
6938,29.0
1660,45.0
414,45.0
774,45.0
342,45.0
2453,33.0
3730,34.0
3450,34.0
5989,31.0
8865,30.0
10237,29.0
8121,29.0
10897,29.0
10677,29.0
11317,30.0
1915,33.0
364,45.0
5535,31.0
11732,30.0
11198,30.0
1609,45.0
3347,34.0
8012,29.0
8822,30.0
563,45.0
5565,31.0
1902,33.0
5537,31.0
7075,29.0
11166,30.0
8738,30.0
7484,29.0
8379,30.0
2635,33.0
1977,33.0
4332,34.0
7580,29.0
4468,31.0
8992,30.0
10478,29.0
507,45.0
9240,30.0
9131,30.0
6052,31.0
10887,29.0
2825,33.0
7621,29.0
5940,31.0
6318,31.0
8199,29.0
1494,45.0
728,45.0
9846,29.0
11887,30.0
3533,34.0
1433,45.0
7822,29.0
723,45.0
11613,30.0
3116,33.0
9021,30.0
8169,29.0
7152,29.0
7106,29.0
8923,30.0
328,45.0
2196,33.0
5010,31.0
30,45.0
10608,29.0
862,45.0
8714,30.0
11849,30.0
8723,30.0
11094,29.0
1894,33.0
1187,45.0
2973,33.0
4314,34.0
3112,33.0
11943,30.0
5711,31.0
3125,33.0
1149,45.0
8922,30.0
1578,45.0
3959,34.0
11523,30.0
552,45.0
5868,31.0
3429,34.0
3365,34.0
8545,30.0
5843,31.0
7403,29.0
9446,29.0
7458,29.0
7042,29.0
5885,31.0
10091,29.0
5975,31.0
209,45.0
7706,29.0
3313,34.0
83,45.0
2147,33.0
918,45.0
8377,30.0
317,45.0
7301,29.0
6405,31.0
1670,45.0
4747,31.0
7298,29.0
2454,33.0
11631,30.0
11712,30.0
10705,29.0
1305,45.0
7285,29.0
11924,30.0
1833,33.0
2716,33.0
9004,30.0
1172,45.0
6064,31.0
2303,33.0
867,45.0
2170,33.0
633,45.0
1408,45.0
5998,31.0
2932,33.0
2519,33.0
9279,30.0
1945,33.0
8510,30.0
2187,33.0
2827,33.0
6633,31.0
9153,30.0
11728,30.0
3939,34.0
1294,45.0
1621,45.0
8953,30.0
3531,34.0
9088,30.0
7300,29.0
11061,29.0
3474,34.0
3150,34.0
10743,29.0
2820,33.0
10800,29.0
3084,33.0
4146,34.0
6607,31.0
5074,31.0
8359,30.0
4365,31.0
11509,30.0
4259,34.0
7311,29.0
11127,30.0
6133,31.0
8808,30.0
6431,31.0
10022,29.0
538,45.0
3644,34.0
2410,33.0
3929,34.0
671,45.0
70,45.0
1816,33.0
5857,31.0
1429,45.0
9448,29.0
11549,30.0
4351,34.0
7659,29.0
3651,34.0
3495,34.0
2562,33.0
10754,29.0
2769,33.0
1258,45.0
6215,31.0
4159,34.0
11997,30.0
3234,34.0
9206,30.0
2078,33.0
1008,45.0
402,45.0
6934,29.0
8052,29.0
5422,31.0
6490,31.0
6734,29.0
2123,33.0
6760,29.0
8001,29.0
2884,33.0
499,45.0
3918,34.0
9357,30.0
6758,29.0
1596,45.0
6474,31.0
8255,29.0
5947,31.0
10211,29.0
3259,34.0
9917,29.0
6281,31.0
111,45.0
8470,30.0
5371,31.0
5944,31.0
3602,34.0
4261,34.0
614,45.0
11459,30.0
994,45.0
588,45.0
2328,33.0
9911,29.0
7387,29.0
5724,31.0
3638,34.0
307,45.0
2735,33.0
6914,29.0
698,45.0
6009,31.0
10805,29.0
214,45.0
4864,31.0
2949,33.0
4712,31.0
2221,33.0
2510,33.0
6894,29.0
7601,29.0
3745,34.0
8873,30.0
318,45.0
6494,31.0
365,45.0
261,45.0
2818,33.0
8291,29.0
533,45.0
4695,31.0
4477,31.0
4479,31.0
1066,45.0
1480,45.0
11370,30.0
9455,29.0
11889,30.0
1040,45.0
3437,34.0
11090,29.0
4728,31.0
120,45.0
1782,33.0
3247,34.0
8003,29.0
935,45.0
9558,29.0
11230,30.0
2244,33.0
9539,29.0
2958,33.0
708,45.0
4001,34.0
6597,31.0
4101,34.0
1176,45.0
8876,30.0
4206,34.0
5030,31.0
11597,30.0
4612,31.0
7788,29.0
3601,34.0
4195,34.0
3468,34.0
11187,30.0
7771,29.0
2295,33.0
3421,34.0
142,45.0
602,45.0
10254,29.0
3124,33.0
252,45.0
9874,29.0
4148,34.0
9074,30.0
942,45.0
3373,34.0
4972,31.0
4386,31.0
7190,29.0
1840,33.0
10401,29.0
2858,33.0
11312,30.0
4636,31.0
5932,31.0
7121,29.0
6328,31.0
10369,29.0
517,45.0
4549,31.0
3319,34.0
8900,30.0
9912,29.0
1934,33.0
10924,29.0
461,45.0
7559,29.0
7657,29.0
11622,30.0
6083,31.0
4837,31.0
10586,29.0
4253,34.0
9525,29.0
4326,34.0
7744,29.0
1931,33.0
7791,29.0
2881,33.0
3029,33.0
1947,33.0
2754,33.0
1090,45.0
5034,31.0
10826,29.0
7739,29.0
9146,30.0
8338,30.0
436,45.0
5156,31.0
8452,30.0
7251,29.0
10692,29.0
9302,30.0
11047,29.0
1979,33.0
2588,33.0
9194,30.0
10651,29.0
3200,34.0
6209,31.0
3424,34.0
2741,33.0
1312,45.0
9400,30.0
8679,30.0
8487,30.0
7043,29.0
5929,31.0
5688,31.0
133,45.0
484,45.0
3285,34.0
7741,29.0
3148,34.0
4066,34.0
10794,29.0
6949,29.0
876,45.0
11112,29.0
8660,30.0
7218,29.0
6290,31.0
3546,34.0
11963,30.0
7583,29.0
6800,29.0
9164,30.0
8513,30.0
10393,29.0
3219,34.0
10959,29.0
8053,29.0
3974,34.0
9292,30.0
5875,31.0
4302,34.0
7888,29.0
650,45.0
7557,29.0
10405,29.0
86,45.0
5357,31.0
9746,29.0
6071,31.0
710,45.0
11354,30.0
10676,29.0
6124,31.0
9705,29.0
1067,45.0
6896,29.0
10464,29.0
2275,33.0
3172,34.0
11653,30.0
6524,31.0
3230,34.0
58,45.0
9483,29.0
7385,29.0
3173,34.0
5143,31.0
10760,29.0
3806,34.0
10257,29.0
7303,29.0
1466,45.0
4082,34.0
924,45.0
9019,30.0
6270,31.0
3817,34.0
4000,34.0
4009,34.0
1526,45.0
8943,30.0
4542,31.0
7508,29.0
1000,45.0
3844,34.0
5045,31.0
7775,29.0
4563,31.0
10225,29.0
1200,45.0
11448,30.0
5646,31.0
840,45.0
1297,45.0
8680,30.0
8785,30.0
6631,31.0
3558,34.0
7003,29.0
3530,34.0
1648,45.0
10281,29.0
1698,33.0
5199,31.0
10215,29.0
6219,31.0
3993,34.0
4523,31.0
853,45.0
2579,33.0
7068,29.0
11022,29.0
6135,31.0
873,45.0
9694,29.0
9790,29.0
6186,31.0
4116,34.0
174,45.0
3621,34.0
2109,33.0
9501,29.0
578,45.0
3287,34.0
794,45.0
8247,29.0
8174,29.0
2969,33.0
1400,45.0
2378,33.0
8951,30.0
1717,33.0
4267,34.0
8446,30.0
971,45.0
11657,30.0
5883,31.0
5457,31.0
40,45.0
9636,29.0
5505,31.0
593,45.0
3751,34.0
5922,31.0
8676,30.0
1541,45.0
3447,34.0
2148,33.0
5026,31.0
4762,31.0
11656,30.0
4010,34.0
10772,29.0
8139,29.0
9609,29.0
2632,33.0
8213,29.0
8588,30.0
4050,34.0
4093,34.0
509,45.0
6470,31.0
8488,30.0
7432,29.0
4708,31.0
10391,29.0
10284,29.0
1199,45.0
10910,29.0
3878,34.0
8374,30.0
8739,30.0
3794,34.0
11334,30.0
5038,31.0
5114,31.0
10433,29.0
10274,29.0
10673,29.0
3294,34.0
33,45.0
8834,30.0
8906,30.0
1201,45.0
1469,45.0
11254,30.0
8233,29.0
11940,30.0
11986,30.0
637,45.0
6825,29.0
577,45.0
5049,31.0
8942,30.0
9517,29.0
10249,29.0
1807,33.0
4052,34.0
3622,34.0
3217,34.0
8903,30.0
9033,30.0
5124,31.0
221,45.0
9086,30.0
10691,29.0
1949,33.0
10170,29.0
5825,31.0
5647,31.0
8801,30.0
3477,34.0
8554,30.0
266,45.0
2667,33.0
9380,30.0
8464,30.0
2288,33.0
7532,29.0
10295,29.0
4561,31.0
7109,29.0
1984,33.0
6487,31.0
3099,33.0
8131,29.0
7594,29.0
11013,29.0
3830,34.0
5128,31.0
1195,45.0
10389,29.0
7435,29.0
3692,34.0
8040,29.0
11641,30.0
5593,31.0
9647,29.0
4065,34.0
5289,31.0
8305,30.0
3685,34.0
7119,29.0
3633,34.0
5016,31.0
6242,31.0
223,45.0
8426,30.0
2302,33.0
10123,29.0
8100,29.0
11967,30.0
3453,34.0
6651,31.0
11378,30.0
9224,30.0
7044,29.0
2292,33.0
1549,45.0
5698,31.0
3742,34.0
2636,33.0
9825,29.0
5059,31.0
11318,30.0
10159,29.0
9100,30.0
4039,34.0
6946,29.0
7651,29.0
11358,30.0
6598,31.0
2309,33.0
5389,31.0
9988,29.0
8994,30.0
1976,33.0
6412,31.0
4440,31.0
109,45.0
4485,31.0
10182,29.0
11068,29.0
11190,30.0
9704,29.0
2874,33.0
1260,45.0
9641,29.0
10349,29.0
10889,29.0
7589,29.0
8408,30.0
5432,31.0
2127,33.0
376,45.0
3665,34.0
7243,29.0
10545,29.0
8484,30.0
9105,30.0
6088,31.0
5774,31.0
8286,29.0
9186,30.0
6833,29.0
7157,29.0
4578,31.0
10410,29.0
2400,33.0
7263,29.0
3302,34.0
5261,31.0
8733,30.0
4873,31.0
5905,31.0
3418,34.0
6000,31.0
10520,29.0
10431,29.0
11746,30.0
6422,31.0
6220,31.0
6423,31.0
6081,31.0
2679,33.0
464,45.0
11763,30.0
2000,33.0
4103,34.0
11798,30.0
2186,33.0
5174,31.0
1967,33.0
4891,31.0
255,45.0
4084,34.0
1634,45.0
11939,30.0
9094,30.0
6238,31.0
6648,31.0
6610,31.0
5635,31.0
7064,29.0
811,45.0
929,45.0
1044,45.0
19,45.0
5803,31.0
2704,33.0
3839,34.0
10430,29.0
8789,30.0
6136,31.0
7133,29.0
4852,31.0
3251,34.0
3082,33.0
10699,29.0
1436,45.0
6971,29.0
7422,29.0
6885,29.0
10195,29.0
6747,29.0
4092,34.0
4842,31.0
3719,34.0
5065,31.0
1943,33.0
7269,29.0
5597,31.0
2888,33.0
11365,30.0
8519,30.0
11173,30.0
11276,30.0
2590,33.0
6144,31.0
2800,33.0
9700,29.0
1102,45.0
4756,31.0
6919,29.0
7629,29.0
11741,30.0
6565,31.0
5569,31.0
2811,33.0
248,45.0
10455,29.0
5079,31.0
478,45.0
6056,31.0
9419,30.0
2527,33.0
2015,33.0
8228,29.0
3222,34.0
3909,34.0
5645,31.0
10818,29.0
10199,29.0
2240,33.0
8506,30.0
8927,30.0
4803,31.0
10793,29.0
7491,29.0
829,45.0
7146,29.0
392,45.0
11538,30.0
9437,29.0
1411,45.0
5644,31.0
1607,45.0
2445,33.0
1733,33.0
4717,31.0
11278,30.0
11424,30.0
1143,45.0
5656,31.0
5629,31.0
289,45.0
885,45.0
5388,31.0
8970,30.0
7032,29.0
10261,29.0
2102,33.0
1322,45.0
9506,29.0
5386,31.0
6546,31.0
887,45.0
8101,29.0
6316,31.0
2278,33.0
9613,29.0
4875,31.0
2641,33.0
2432,33.0
7227,29.0
2701,33.0
2426,33.0
9715,29.0
1897,33.0
3467,34.0
11201,30.0
542,45.0
6368,31.0
7474,29.0
9881,29.0
959,45.0
11313,30.0
1787,33.0
7999,29.0
11079,29.0
4863,31.0
5556,31.0
6204,31.0
719,45.0
5031,31.0
3671,34.0
4554,31.0
9191,30.0
5484,31.0
2889,33.0
6344,31.0
6705,29.0
4890,31.0
7096,29.0
7485,29.0
6525,31.0
4882,31.0
11877,30.0
2896,33.0
8615,30.0
10218,29.0
4436,31.0
10348,29.0
9644,29.0
4083,34.0
8435,30.0
3886,34.0
613,45.0
10637,29.0
8494,30.0
10938,29.0
68,45.0
9895,29.0
5634,31.0
2673,33.0
10610,29.0
9081,30.0
7921,29.0
1973,33.0
4860,31.0
10885,29.0
7980,29.0
10811,29.0
5033,31.0
6406,31.0
6309,31.0
4798,31.0
5792,31.0
333,45.0
2243,33.0
1364,45.0
6060,31.0
1996,33.0
9762,29.0
5847,31.0
6447,31.0
11322,30.0
2750,33.0
3004,33.0
1990,33.0
1801,33.0
8124,29.0
2452,33.0
10515,29.0
3548,34.0
10404,29.0
1041,45.0
4321,34.0
1317,45.0
9867,29.0
6252,31.0
1279,45.0
10277,29.0
5539,31.0
9899,29.0
2956,33.0
2411,33.0
11001,29.0
10729,29.0
1422,45.0
7713,29.0
8360,30.0
90,45.0
11804,30.0
8064,29.0
9793,29.0
153,45.0
9112,30.0
1280,45.0
5327,31.0
9022,30.0
7013,29.0
1033,45.0
9670,29.0
10698,29.0
3258,34.0
4945,31.0
1507,45.0
9087,30.0
11002,29.0
3688,34.0
9842,29.0
3338,34.0
525,45.0
170,45.0
2549,33.0
11542,30.0
6767,29.0
9383,30.0
11760,30.0
6696,29.0
10326,29.0
9339,30.0
7709,29.0
10697,29.0
4555,31.0
11608,30.0
9953,29.0
10490,29.0
1812,33.0
3440,34.0
9597,29.0
520,45.0
759,45.0
7682,29.0
10768,29.0
3009,33.0
526,45.0
4850,31.0
6483,31.0
8560,30.0
803,45.0
1813,33.0
9696,29.0
6248,31.0
5931,31.0
11063,29.0
5080,31.0
5614,31.0
4525,31.0
9014,30.0
5814,31.0
8849,30.0
11496,30.0
11225,30.0
11296,30.0
11488,30.0
8867,30.0
6616,31.0
9803,29.0
5988,31.0
8642,30.0
9645,29.0
5914,31.0
11460,30.0
624,45.0
9923,29.0
29,45.0
1705,33.0
8440,30.0
3044,33.0
7840,29.0
7644,29.0
6517,31.0
9414,30.0
11599,30.0
2814,33.0
11377,30.0
5745,31.0
8071,29.0
6628,31.0
351,45.0
2785,33.0
6063,31.0
9535,29.0
9337,30.0
11151,30.0
9522,29.0
10577,29.0
4995,31.0
7094,29.0
9734,29.0
1182,45.0
11650,30.0
11138,30.0
181,45.0
11516,30.0
9267,30.0
